loan_id,origination_month,vintage_year,vintage_quarter,credit_score,credit_score_band,ltv,ltv_band,dti,dti_band,original_balance,original_term_months,state,loan_purpose,property_type,occupancy_type,servicer_name,source_system,document_status,interest_rate
OSVJB7L1UVTK,2023-03-01,2023,2023Q1,759,740-799,77.06,75-80%,30.4,30-36%,616000.0,360,MO,Rate/Term Refinance,Condominium,Second Home,Cornerstone Loan Servicing,VendorAPI,Complete,7.172
UHLUHLPOVGFN,2019-06-01,2019,2019Q2,648,620-659,77.79,75-80%,34.7,30-36%,491000.0,360,TN,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,5.038
DDPU69BZDGPP,2021-01-01,2021,2021Q1,786,740-799,73.96,60-75%,25.19,<30%,172000.0,360,PA,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,3.256
MTWVYZE3SNIN,2022-12-01,2022,2022Q4,648,620-659,72.69,60-75%,35.09,30-36%,766000.0,240,WI,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Missing,6.42
9T1E89Y3NBQS,2022-10-01,2022,2022Q4,692,660-699,85.47,80-90%,30.75,30-36%,494000.0,360,FL,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,5.908
X35JWJML1T2J,2020-04-01,2020,2020Q2,812,800+,56.28,<60%,18.15,<30%,566000.0,360,WI,Rate/Term Refinance,Single-Family Detached,Investment Property,Atlas Mortgage Services,CoreServicing,Complete,3.07
AQUZND7H3FTU,2022-04-01,2022,2022Q2,784,740-799,79.09,75-80%,29.82,<30%,197000.0,360,NJ,Rate/Term Refinance,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,5.252
CQOISMN8E5KE,2023-08-01,2023,2023Q3,719,700-739,76.83,75-80%,35.91,30-36%,287000.0,180,CA,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,7.257
6JLKN3S3HT7C,2020-09-01,2020,2020Q3,635,620-659,58.66,<60%,32.51,30-36%,403000.0,360,NY,Cash-Out Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,VendorAPI,Complete,4.193
SK5R50QS1LN0,2023-11-01,2023,2023Q4,790,740-799,83.22,80-90%,29.28,<30%,225000.0,360,WA,Home Purchase,PUD,Primary Residence,Meridian Residential Capital,VendorAPI,Complete,6.951
VAPLA3I0THA9,2022-08-01,2022,2022Q3,652,620-659,81.65,80-90%,42.63,36-43%,395000.0,360,AZ,Rate/Term Refinance,PUD,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,6.269
Q6EAMIAGJRJ5,2021-11-01,2021,2021Q4,730,700-739,49.85,<60%,52.31,>43%,575000.0,240,NY,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,VendorAPI,Complete,3.068
VOUFXMC5627T,2022-04-01,2022,2022Q2,756,740-799,68.09,60-75%,26.76,<30%,295000.0,360,TX,Home Purchase,PUD,Primary Residence,Meridian Residential Capital,VendorAPI,Complete,5.624
EM2YF7QAJMH9,2019-02-01,2019,2019Q1,749,740-799,74.91,60-75%,33.52,30-36%,589000.0,360,TX,Cash-Out Refinance,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,3.76
5CZNJAULKUK4,2018-01-01,2018,2018Q1,723,700-739,71.87,60-75%,37.04,36-43%,419000.0,360,OK,Rate/Term Refinance,PUD,Primary Residence,Cornerstone Loan Servicing,VendorAPI,Pending,5.019
XFNEIPRDVC5Q,2022-12-01,2022,2022Q4,736,700-739,74.72,60-75%,35.71,30-36%,175000.0,360,NY,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,5.297
R77T53B0NHHN,2022-04-01,2022,2022Q2,769,740-799,54.49,<60%,24.15,<30%,246000.0,360,PA,Home Purchase,Condominium,Second Home,Beacon Home Loans,CoreServicing,Complete,5.367
V0U1ZZBWGW7O,2023-08-01,2023,2023Q3,701,700-739,68.32,60-75%,32.46,30-36%,481000.0,360,TX,Cash-Out Refinance,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,7.272
Z3FKXJLHU0KK,2021-01-01,2021,2021Q1,764,740-799,67.83,60-75%,19.13,<30%,232000.0,360,NY,Rate/Term Refinance,Condominium,Primary Residence,Atlas Mortgage Services,CoreServicing,Pending,3.263
GF89MFALOKAZ,2020-04-01,2020,2020Q2,679,660-699,77.33,75-80%,37.79,36-43%,476000.0,360,OK,Rate/Term Refinance,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,3.66
S8RZPAZECDBY,2023-01-01,2023,2023Q1,728,700-739,76.65,75-80%,33.42,30-36%,406000.0,180,OH,Rate/Term Refinance,Condominium,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,7.297
UQ32GSO74UBF,2023-08-01,2023,2023Q3,640,620-659,76.34,75-80%,35.46,30-36%,367000.0,360,AZ,Home Purchase,Condominium,Investment Property,Northgate Financial Servicing,CoreServicing,Complete,7.682
S15ZFF35SU5P,2022-11-01,2022,2022Q4,686,660-699,82.3,80-90%,40.38,36-43%,271000.0,240,LA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Pending,5.821
PTN31N2P6Z7A,2022-12-01,2022,2022Q4,741,740-799,67.82,60-75%,43.2,>43%,366000.0,360,AL,Cash-Out Refinance,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,5.548
KDKDLM53O6RZ,2019-01-01,2019,2019Q1,733,700-739,72.91,60-75%,37.88,36-43%,585000.0,360,MN,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,4.197
ZR157TZIXV4C,2023-03-01,2023,2023Q1,666,660-699,59.2,<60%,32.29,30-36%,289000.0,360,SC,Cash-Out Refinance,Single-Family Detached,Primary Residence,Atlas Mortgage Services,LegacySFTP,Complete,7.346
WRP6X9SF9ZBZ,2018-02-01,2018,2018Q1,737,700-739,72.29,60-75%,32.41,30-36%,406000.0,360,MI,Cash-Out Refinance,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,4.824
EXT7X3VT4IDL,2022-07-01,2022,2022Q3,658,620-659,61.33,60-75%,47.03,>43%,653000.0,360,CO,Home Purchase,PUD,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,6.331
M38P9LEGVNT9,2019-03-01,2019,2019Q1,690,660-699,72.04,60-75%,31.62,30-36%,361000.0,360,IN,Cash-Out Refinance,Condominium,Investment Property,Meridian Residential Capital,CoreServicing,Complete,4.525
18MC782UH5CW,2018-03-01,2018,2018Q1,762,740-799,77.13,75-80%,25.54,<30%,279000.0,360,UT,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,4.943
EDTX430HZFCL,2022-06-01,2022,2022Q2,758,740-799,68.42,60-75%,27.44,<30%,278000.0,360,MN,Rate/Term Refinance,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,VendorAPI,Complete,5.675
WU57PTX2OGXQ,2020-01-01,2020,2020Q1,685,660-699,69.28,60-75%,27.11,<30%,162000.0,360,GA,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,3.882
QHLVAD5LHLI7,2023-03-01,2023,2023Q1,739,700-739,69.49,60-75%,37.33,36-43%,219000.0,360,CA,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Missing,7.172
4X3KYJDIMRGE,2019-09-01,2019,2019Q3,714,700-739,78.5,75-80%,21.38,<30%,370000.0,360,UT,Cash-Out Refinance,Condominium,Second Home,Atlas Mortgage Services,LegacySFTP,Complete,4.324
3O4869JBR6CG,2022-03-01,2022,2022Q1,657,620-659,83.8,80-90%,30.61,30-36%,459000.0,180,GA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,LegacySFTP,Complete,6.224
PIB1ED6NS4WR,2021-11-01,2021,2021Q4,719,700-739,60.88,60-75%,33.55,30-36%,285000.0,360,KY,Cash-Out Refinance,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,3.643
8TZ7ZEXRZ2QJ,2022-12-01,2022,2022Q4,780,740-799,74.6,60-75%,18.74,<30%,457000.0,360,PA,Home Purchase,Condominium,Primary Residence,Beacon Home Loans,CoreServicing,Pending,5.334
L5BTSOR93RRJ,2023-03-01,2023,2023Q1,742,740-799,87.16,80-90%,52.52,>43%,447000.0,360,VA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,VendorAPI,Complete,7.224
0W2M1S2CXHY9,2021-07-01,2021,2021Q3,724,700-739,60.66,60-75%,36.13,36-43%,254000.0,360,MN,Home Purchase,PUD,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,3.27
OOK0Z7EIV53Z,2020-01-01,2020,2020Q1,779,740-799,66.11,60-75%,37.42,36-43%,269000.0,240,TX,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Missing,3.454
AL3LUEIYBE3U,2021-01-01,2021,2021Q1,658,620-659,81.95,80-90%,22.06,<30%,209000.0,360,NY,Cash-Out Refinance,PUD,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,3.943
U2H7WI43NHXC,2021-08-01,2021,2021Q3,652,620-659,79.11,75-80%,36.78,36-43%,425000.0,360,CO,Home Purchase,PUD,Primary Residence,Beacon Home Loans,CoreServicing,Complete,4.153
UZT23VCKA5UK,2023-10-01,2023,2023Q4,635,620-659,76.31,75-80%,42.41,36-43%,330000.0,360,OH,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,8.155
NETLXO4FDSFS,2019-01-01,2019,2019Q1,696,660-699,75.85,75-80%,41.41,36-43%,446000.0,180,VA,Home Purchase,Condominium,Primary Residence,Beacon Home Loans,CoreServicing,Complete,4.821
SZCINHIILBQI,2018-06-01,2018,2018Q2,683,660-699,88.33,80-90%,31.42,30-36%,323000.0,360,GA,Rate/Term Refinance,PUD,Primary Residence,Northgate Financial Servicing,LegacySFTP,Complete,5.213
X59WDXXKSJGR,2020-10-01,2020,2020Q4,795,740-799,76.18,75-80%,27.59,<30%,240000.0,240,IL,Cash-Out Refinance,PUD,Primary Residence,Beacon Home Loans,VendorAPI,Complete,3.221
3Y4JSWLEGS4Q,2020-07-01,2020,2020Q3,685,660-699,78.05,75-80%,41.33,36-43%,430000.0,360,NY,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,VendorAPI,Complete,3.816
HV1MT0BUW82N,2023-05-01,2023,2023Q2,754,740-799,58.1,<60%,33.97,30-36%,168000.0,360,OR,Home Purchase,PUD,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,7.175
4PBCKCG12SGT,2019-09-01,2019,2019Q3,594,<620,82.78,80-90%,52.15,>43%,294000.0,360,AZ,Rate/Term Refinance,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,VendorAPI,Complete,5.696
SQ6KN0Y1AVZ4,2018-11-01,2018,2018Q4,629,620-659,67.06,60-75%,41.14,36-43%,254000.0,240,KY,Home Purchase,Single-Family Detached,Second Home,Atlas Mortgage Services,CoreServicing,Complete,5.662
562HP3ZF7HMO,2018-09-01,2018,2018Q3,769,740-799,71.61,60-75%,18.76,<30%,554000.0,360,CO,Rate/Term Refinance,PUD,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,4.897
W2ELEUR8NYKL,2023-05-01,2023,2023Q2,616,<620,83.27,80-90%,33.77,30-36%,598000.0,360,CA,Home Purchase,PUD,Investment Property,Cornerstone Loan Servicing,LegacySFTP,Pending,8.217
J7RZ1EI9AE17,2021-08-01,2021,2021Q3,707,700-739,76.05,75-80%,32.21,30-36%,381000.0,240,CO,Rate/Term Refinance,Condominium,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,3.406
V5QC3NPGV7NG,2023-11-01,2023,2023Q4,790,740-799,72.05,60-75%,38.49,36-43%,271000.0,180,CA,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,6.847
YQZNCQ376ED9,2019-07-01,2019,2019Q3,746,740-799,69.47,60-75%,31.19,30-36%,592000.0,180,LA,Home Purchase,PUD,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,4.396
CCQMWGGQWV11,2018-06-01,2018,2018Q2,685,660-699,82.27,80-90%,33.05,30-36%,260000.0,180,GA,Cash-Out Refinance,Condominium,Primary Residence,Cornerstone Loan Servicing,VendorAPI,Pending,5.333
OCOQO860HLT1,2020-10-01,2020,2020Q4,786,740-799,60.56,60-75%,30.68,30-36%,206000.0,360,FL,Home Purchase,PUD,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,2.96
PIET6GX685HK,2019-01-01,2019,2019Q1,688,660-699,71.95,60-75%,50.78,>43%,168000.0,360,VA,Home Purchase,Single-Family Detached,Investment Property,Cornerstone Loan Servicing,VendorAPI,Complete,4.334
YFPEYTIO2VTQ,2018-10-01,2018,2018Q4,678,660-699,74.18,60-75%,32.6,30-36%,342000.0,360,SC,Rate/Term Refinance,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Pending,4.922
J47CU6AMD2OQ,2023-04-01,2023,2023Q2,702,700-739,73.84,60-75%,27.91,<30%,184000.0,360,UT,Home Purchase,Condominium,Investment Property,Cornerstone Loan Servicing,CoreServicing,Complete,7.264
QM8XO6YSK7O0,2020-05-01,2020,2020Q2,679,660-699,82.2,80-90%,45.06,>43%,535000.0,180,TX,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,3.869
YSARR7U0NITF,2018-06-01,2018,2018Q2,701,700-739,75.34,75-80%,33.39,30-36%,271000.0,360,MA,Home Purchase,Single-Family Detached,Investment Property,Atlas Mortgage Services,CoreServicing,Complete,4.525
F1GHMURFZHML,2019-03-01,2019,2019Q1,675,660-699,69.0,60-75%,26.1,<30%,213000.0,360,TX,Cash-Out Refinance,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,4.464
98TGM6UU8DN3,2020-03-01,2020,2020Q1,665,660-699,85.99,80-90%,36.26,36-43%,482000.0,180,CA,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,3.638
5UD78R3G57D3,2023-05-01,2023,2023Q2,683,660-699,73.23,60-75%,45.45,>43%,444000.0,360,TX,Cash-Out Refinance,Single-Family Detached,Primary Residence,Meridian Residential Capital,LegacySFTP,Complete,7.526
YCIYICDE8IAY,2021-10-01,2021,2021Q4,654,620-659,81.51,80-90%,39.01,36-43%,581000.0,360,TN,Rate/Term Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,3.973
B35KKESLU137,2021-02-01,2021,2021Q1,703,700-739,76.79,75-80%,36.32,36-43%,185000.0,360,CA,Cash-Out Refinance,Single-Family Detached,Investment Property,Cornerstone Loan Servicing,CoreServicing,Complete,3.341
KIG6Q43S9IDV,2021-06-01,2021,2021Q2,739,700-739,71.12,60-75%,45.2,>43%,172000.0,240,MA,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Pending,3.1
V1L5BBOH7ADL,2022-10-01,2022,2022Q4,702,700-739,59.57,<60%,38.79,36-43%,561000.0,360,KY,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,5.415
5W5URJXWERFJ,2019-02-01,2019,2019Q1,719,700-739,73.46,60-75%,32.77,30-36%,127000.0,360,MA,Cash-Out Refinance,Single-Family Detached,Investment Property,Beacon Home Loans,LegacySFTP,Complete,4.129
JRO35TN0X12K,2020-11-01,2020,2020Q4,594,<620,67.09,60-75%,52.03,>43%,218000.0,360,FL,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,VendorAPI,Complete,4.687
9KJG6OP24U5L,2020-04-01,2020,2020Q2,671,660-699,86.01,80-90%,27.67,<30%,336000.0,360,MN,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,3.735
3MLTKJ3CE7F3,2018-04-01,2018,2018Q2,648,620-659,85.54,80-90%,39.53,36-43%,210000.0,360,IN,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,5.294
R0F5D0YF29RI,2021-04-01,2021,2021Q2,727,700-739,72.4,60-75%,32.58,30-36%,355000.0,360,MI,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,3.146
VK5FZRWB5VRR,2022-03-01,2022,2022Q1,666,660-699,67.36,60-75%,46.94,>43%,223000.0,360,OK,Home Purchase,PUD,Investment Property,Northgate Financial Servicing,CoreServicing,Pending,6.038
IB7YZTN9QH4R,2021-12-01,2021,2021Q4,778,740-799,58.66,<60%,21.99,<30%,512000.0,360,TX,Cash-Out Refinance,Condominium,Primary Residence,Northgate Financial Servicing,LegacySFTP,Complete,3.35
44YRPKELWZGV,2018-04-01,2018,2018Q2,683,660-699,79.49,75-80%,36.21,36-43%,421000.0,360,CA,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,4.994
QF9ZFVQ54PTE,2020-05-01,2020,2020Q2,725,700-739,72.25,60-75%,33.33,30-36%,362000.0,360,FL,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,3.579
927I17QGEZW2,2020-05-01,2020,2020Q2,818,800+,59.44,<60%,38.4,36-43%,292000.0,360,FL,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,2.883
SC7DRJ3M2O6Q,2018-12-01,2018,2018Q4,772,740-799,72.93,60-75%,18.6,<30%,232000.0,360,TX,Cash-Out Refinance,Single-Family Detached,Investment Property,Beacon Home Loans,LegacySFTP,Complete,4.961
8XYBPPINN3EB,2021-04-01,2021,2021Q2,701,700-739,70.21,60-75%,35.54,30-36%,315000.0,240,NC,Cash-Out Refinance,Single-Family Detached,Primary Residence,Atlas Mortgage Services,LegacySFTP,Complete,3.027
5PFHEJLV16OM,2021-03-01,2021,2021Q1,647,620-659,86.28,80-90%,47.05,>43%,217000.0,360,CA,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,3.689
Y5XU76IGDW0Q,2022-09-01,2022,2022Q3,758,740-799,66.29,60-75%,24.15,<30%,633000.0,360,NJ,Rate/Term Refinance,Condominium,Second Home,Meridian Residential Capital,CoreServicing,Complete,5.435
SW1ABZ3B2VPV,2022-07-01,2022,2022Q3,717,700-739,88.72,80-90%,36.71,36-43%,368000.0,240,CA,Cash-Out Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,VendorAPI,Complete,5.409
ANNHZYB17LUK,2023-05-01,2023,2023Q2,722,700-739,70.81,60-75%,30.62,30-36%,245000.0,360,PA,Cash-Out Refinance,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,7.193
Q03LEP1ZFCJG,2020-07-01,2020,2020Q3,733,700-739,71.04,60-75%,36.35,36-43%,562000.0,180,IL,Rate/Term Refinance,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,3.251
OYDA9QERVUDX,2019-03-01,2019,2019Q1,725,700-739,75.74,75-80%,38.35,36-43%,325000.0,360,TX,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,LegacySFTP,Missing,4.392
EGREULNCFDX0,2021-03-01,2021,2021Q1,657,620-659,70.62,60-75%,37.9,36-43%,531000.0,360,OR,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,LegacySFTP,Complete,3.994
G30C9SB0WOQO,2021-12-01,2021,2021Q4,699,660-699,70.37,60-75%,37.26,36-43%,526000.0,360,CA,Home Purchase,Condominium,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,3.442
G5PP5PGHXUMY,2019-12-01,2019,2019Q4,745,740-799,81.38,80-90%,43.57,>43%,383000.0,360,TX,Cash-Out Refinance,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,4.125
LRSVB1JUPP0N,2020-10-01,2020,2020Q4,634,620-659,70.48,60-75%,37.6,36-43%,214000.0,360,NY,Home Purchase,Condominium,Second Home,Cornerstone Loan Servicing,VendorAPI,Complete,3.987
53YBHALHKCBJ,2023-07-01,2023,2023Q3,704,700-739,72.45,60-75%,31.6,30-36%,271000.0,360,MO,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,7.153
PEFYL7KT7GV5,2022-08-01,2022,2022Q3,685,660-699,80.56,80-90%,28.16,<30%,1000000.0,360,GA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Pending,5.855
X7ZF748YL2P4,2021-08-01,2021,2021Q3,815,800+,64.61,60-75%,35.0,30-36%,274000.0,360,NY,Cash-Out Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,3.11
FW3FQQ7OTRDP,2023-08-01,2023,2023Q3,671,660-699,82.58,80-90%,39.21,36-43%,302000.0,360,IL,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Pending,7.243
4SVXEO39QQ4R,2018-02-01,2018,2018Q1,743,740-799,69.32,60-75%,43.54,>43%,281000.0,360,WI,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,4.378
M5ZAAUN7Q87C,2021-03-01,2021,2021Q1,625,620-659,89.75,80-90%,42.86,36-43%,240000.0,360,IL,Home Purchase,Condominium,Primary Residence,Beacon Home Loans,CoreServicing,Complete,4.135
7AOLD13U3R77,2019-08-01,2019,2019Q3,649,620-659,95.54,90-97%,52.58,>43%,419000.0,240,TX,Cash-Out Refinance,Condominium,Primary Residence,Northgate Financial Servicing,LegacySFTP,Complete,4.751
XZP5ZADOQLMN,2019-09-01,2019,2019Q3,596,<620,85.67,80-90%,48.09,>43%,209000.0,180,TX,Home Purchase,Condominium,Primary Residence,Beacon Home Loans,CoreServicing,Complete,5.573
OWCHNTV84ZJX,2022-09-01,2022,2022Q3,722,700-739,86.29,80-90%,44.74,>43%,249000.0,360,WI,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,5.859
NV6QBK3011AA,2022-10-01,2022,2022Q4,713,700-739,93.27,90-97%,43.47,>43%,367000.0,360,FL,Cash-Out Refinance,Condominium,Primary Residence,Atlas Mortgage Services,LegacySFTP,Complete,5.797
DA2CY1RTY8LK,2020-12-01,2020,2020Q4,682,660-699,71.59,60-75%,45.31,>43%,303000.0,360,GA,Home Purchase,PUD,Primary Residence,Atlas Mortgage Services,CoreServicing,Pending,3.676
7ZGXV8ZQ1EHR,2021-02-01,2021,2021Q1,660,660-699,74.83,60-75%,36.74,36-43%,349000.0,360,WA,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,VendorAPI,Complete,3.779
W3A8BX95CUP1,2021-08-01,2021,2021Q3,718,700-739,71.61,60-75%,25.37,<30%,327000.0,360,TX,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,VendorAPI,Complete,3.295
ZM0P90E15NFF,2023-04-01,2023,2023Q2,758,740-799,66.12,60-75%,45.48,>43%,222000.0,360,CA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Pending,6.764
I95RW3BR7G9E,2018-02-01,2018,2018Q1,715,700-739,84.74,80-90%,40.37,36-43%,543000.0,360,CT,Home Purchase,Condominium,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,5.22
TAHYIKFJ4QBU,2021-05-01,2021,2021Q2,765,740-799,74.11,60-75%,33.42,30-36%,487000.0,360,MO,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,2.977
8I6PK00S68VU,2018-05-01,2018,2018Q2,754,740-799,91.65,90-97%,32.32,30-36%,238000.0,360,KY,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,4.718
